Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google selfuct Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
-men,sunsetlover,BlanketBlend Hoodie - NudeRose,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Our custom developed BlanketBlend fabric combines the comfort of cotton with the performance features of polyester finished off with a rare yarn amp ButterWash process to create a super soft durable hoodie for every occasion Super Soft Fluffy Outside Smooth Inside Hidden Accessories Pocket</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",-men,,"feat-socks, the-softest-hoodies-ever, _tab1_blanketblend-size-guide, _tab2_blanketblend-fabric, blanketblend, dye, large, medium, rainbow, small, sunselover, sunset, tie-dye, xl, xxl",,Title,Default Title,Link,https://featsocks.com/collections/the-softest-hoodies-ever/products/sunsetlover,Sizes,"S,M,L|S,M,OS,L",,0,,deny,manual,118.00,,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/feat-hoodie-1-s1_89110f84-ca71-40ae-8b07-bc512ba6b72d.jpg?v=1579895148,1,,FALSE,,,,,,,,,,,,,,,,,,,
-men,sunsetlover,BlanketBlend Hoodie - BurrBlue,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Our custom developed BlanketBlend fabric combines the comfort of cotton with the performance features of polyester finished off with a rare yarn amp ButterWash process to create a super soft durable hoodie for every occasion Super Soft Fluffy Outside Smooth Inside Hidden Accessories Pocket</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",-men,,"feat-socks, the-softest-hoodies-ever, _tab1_blanketblend-size-guide, _tab2_blanketblend-fabric, blanketblend, dye, large, medium, rainbow, small, sunselover, sunset, tie-dye, xl, xxl",,Title,Default Title,Link,https://featsocks.com/collections/the-softest-hoodies-ever/products/sunsetlover,Sizes,"S,M,L|S,M,OS,L",,0,,deny,manual,118.00,,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/burr-adjust_03004ba9-647a-4492-b0ee-2b530db33c63.jpg?v=1579895148,1,,FALSE,,,,,,,,,,,,,,,,,,,
-men,sunsetlover,BlanketBlend Hoodie - Moss,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Our custom developed BlanketBlend fabric combines the comfort of cotton with the performance features of polyester finished off with a rare yarn amp ButterWash process to create a super soft durable hoodie for every occasion Super Soft Fluffy Outside Smooth Inside Hidden Accessories Pocket</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",-men,,"feat-socks, the-softest-hoodies-ever, _tab1_blanketblend-size-guide, _tab2_blanketblend-fabric, blanketblend, dye, large, medium, rainbow, small, sunselover, sunset, tie-dye, xl, xxl",,Title,Default Title,Link,https://featsocks.com/collections/the-softest-hoodies-ever/products/sunsetlover,Sizes,"S,M,L|S,M,OS",,0,,deny,manual,118.00,,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/moss-adjusted_9107b42b-a83a-43dd-a836-d69e48fc2f8d.jpg?v=1579895148,1,,FALSE,,,,,,,,,,,,,,,,,,,
-men,sunsetlover,BlanketBlend Hoodie - Sapphire,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Our custom developed BlanketBlend fabric combines the comfort of cotton with the performance features of polyester finished off with a rare yarn amp ButterWash process to create a super soft durable hoodie for every occasion Super Soft Fluffy Outside Smooth Inside Hidden Accessories Pocket</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",-men,,"feat-socks, the-softest-hoodies-ever, _tab1_blanketblend-size-guide, _tab2_blanketblend-fabric, blanketblend, dye, large, medium, rainbow, small, sunselover, sunset, tie-dye, xl, xxl",,Title,Default Title,Link,https://featsocks.com/collections/the-softest-hoodies-ever/products/sunsetlover,Sizes,"S,M,L|S,OS",,0,,deny,manual,118.00,,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/hoodie-navy-s1_4ec36be8-5765-48f3-8778-e1d64214f947.jpg?v=1579895148,1,,FALSE,,,,,,,,,,,,,,,,,,,
-men,sunsetlover,BlanketBlend Hoodie - HazyBlack,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Our custom developed BlanketBlend fabric combines the comfort of cotton with the performance features of polyester finished off with a rare yarn amp ButterWash process to create a super soft durable hoodie for every occasion Super Soft Fluffy Outside Smooth Inside Hidden Accessories Pocket</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",-men,,"feat-socks, the-softest-hoodies-ever, _tab1_blanketblend-size-guide, _tab2_blanketblend-fabric, blanketblend, dye, large, medium, rainbow, small, sunselover, sunset, tie-dye, xl, xxl",,Title,Default Title,Link,https://featsocks.com/collections/the-softest-hoodies-ever/products/sunsetlover,Sizes,"S,M,L|S,M,OS,L",,0,,deny,manual,118.00,,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/hoodie-blck-s1_a90721ed-1f55-4630-af8a-307cb4beeb2c.jpg?v=1579895148,1,,FALSE,,,,,,,,,,,,,,,,,,,
-men,sunsetlover,BlanketBlend Hoodie - CarmelSwirl,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Our custom developed BlanketBlend fabric combines the comfort of cotton with the performance features of polyester finished off with a rare yarn amp ButterWash process to create a super soft durable hoodie for every occasion Super Soft Fluffy Outside Smooth Inside Hidden Accessories Pocket</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",-men,,"feat-socks, the-softest-hoodies-ever, _tab1_blanketblend-size-guide, _tab2_blanketblend-fabric, blanketblend, dye, large, medium, rainbow, small, sunselover, sunset, tie-dye, xl, xxl",,Title,Default Title,Link,https://featsocks.com/collections/the-softest-hoodies-ever/products/sunsetlover,Sizes,"S,M,L|S,OS",,0,,deny,manual,118.00,,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/tiedye-2-s1_38773775-f96c-4bb4-b648-2c72c316503a.jpg?v=1579895148,1,,FALSE,,,,,,,,,,,,,,,,,,,
-men,sunsetlover,BlanketBlend Hoodie - PastelPebble,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Our custom developed BlanketBlend fabric combines the comfort of cotton with the performance features of polyester finished off with a rare yarn amp ButterWash process to create a super soft durable hoodie for every occasion Super Soft Fluffy Outside Smooth Inside Hidden Accessories Pocket</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",-men,,"feat-socks, the-softest-hoodies-ever, _tab1_blanketblend-size-guide, _tab2_blanketblend-fabric, blanketblend, dye, large, medium, rainbow, small, sunselover, sunset, tie-dye, xl, xxl",,Title,Default Title,Link,https://featsocks.com/collections/the-softest-hoodies-ever/products/sunsetlover,Sizes,"S,M,L|S,M,OS,L",,0,,deny,manual,118.00,,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/tiedye-1-s1_f4eab2c1-7f8b-4255-8491-431b2a3f366b.jpg?v=1579895148,1,,FALSE,,,,,,,,,,,,,,,,,,,
-men,blanketblend-2-0-hoodie,BlanketBlend Hoodie - Oatmilk,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Our custom developed BlanketBlend fabric combines the comfort of cotton with the performance features of polyester finished off with a rare yarn amp ButterWash process to create a super soft durable hoodie for every occasion Super Soft Fluffy Outside Smooth Inside Hidden Accessories Pocket</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",-men,,"feat-socks, the-softest-hoodies-ever, _tab1_blanketblend-size-guide, _tab2_blanketblend-fabric, blanketblend, large, medium, small, xl, xxl",,Title,Default Title,Link,https://featsocks.com/collections/the-softest-hoodies-ever/products/blanketblend-2-0-hoodie,Sizes,"S,M,L|S,M,L",,0,,deny,manual,118.00,,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/hoodie-oat-s1_7fb5515e-178b-427b-be7e-7f2d4801348a.jpg?v=1571259299,1,,FALSE,,,,,,,,,,,,,,,,,,,
-men,blanketblend-2-0-hoodie,BlanketBlend Hoodie - NudeRose,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Our custom developed BlanketBlend fabric combines the comfort of cotton with the performance features of polyester finished off with a rare yarn amp ButterWash process to create a super soft durable hoodie for every occasion Super Soft Fluffy Outside Smooth Inside Hidden Accessories Pocket</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",-men,,"feat-socks, the-softest-hoodies-ever, _tab1_blanketblend-size-guide, _tab2_blanketblend-fabric, blanketblend, large, medium, small, xl, xxl",,Title,Default Title,Link,https://featsocks.com/collections/the-softest-hoodies-ever/products/blanketblend-2-0-hoodie,Sizes,"S,M,L|S,M,OS,L",,0,,deny,manual,118.00,,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/feat-hoodie-1-s1_9c7e410f-eb57-4d25-8bf3-8abbe91e0a23.jpg?v=1574538352,1,,FALSE,,,,,,,,,,,,,,,,,,,
-men,blanketblend-2-0-hoodie,BlanketBlend Hoodie - BurrBlue,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Our custom developed BlanketBlend fabric combines the comfort of cotton with the performance features of polyester finished off with a rare yarn amp ButterWash process to create a super soft durable hoodie for every occasion Super Soft Fluffy Outside Smooth Inside Hidden Accessories Pocket</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",-men,,"feat-socks, the-softest-hoodies-ever, _tab1_blanketblend-size-guide, _tab2_blanketblend-fabric, blanketblend, large, medium, small, xl, xxl",,Title,Default Title,Link,https://featsocks.com/collections/the-softest-hoodies-ever/products/blanketblend-2-0-hoodie,Sizes,"S,M,L|S,M,OS,L",,0,,deny,manual,118.00,,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/burr-adjust_6ac18a3a-dd95-4129-bd72-febc1b64cdb9.jpg?v=1574538333,1,,FALSE,,,,,,,,,,,,,,,,,,,
-men,blanketblend-2-0-hoodie,BlanketBlend Hoodie - Sapphire,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Our custom developed BlanketBlend fabric combines the comfort of cotton with the performance features of polyester finished off with a rare yarn amp ButterWash process to create a super soft durable hoodie for every occasion Super Soft Fluffy Outside Smooth Inside Hidden Accessories Pocket</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",-men,,"feat-socks, the-softest-hoodies-ever, _tab1_blanketblend-size-guide, _tab2_blanketblend-fabric, blanketblend, large, medium, small, xl, xxl",,Title,Default Title,Link,https://featsocks.com/collections/the-softest-hoodies-ever/products/blanketblend-2-0-hoodie,Sizes,"S,M,L|S,OS",,0,,deny,manual,118.00,,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/hoodie-navy-s1_234a92f4-4b45-4840-9953-f21c1bb2967c.jpg?v=1574538333,1,,FALSE,,,,,,,,,,,,,,,,,,,
-men,blanketblend-2-0-hoodie,BlanketBlend Hoodie - Moss,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Our custom developed BlanketBlend fabric combines the comfort of cotton with the performance features of polyester finished off with a rare yarn amp ButterWash process to create a super soft durable hoodie for every occasion Super Soft Fluffy Outside Smooth Inside Hidden Accessories Pocket</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",-men,,"feat-socks, the-softest-hoodies-ever, _tab1_blanketblend-size-guide, _tab2_blanketblend-fabric, blanketblend, large, medium, small, xl, xxl",,Title,Default Title,Link,https://featsocks.com/collections/the-softest-hoodies-ever/products/blanketblend-2-0-hoodie,Sizes,"S,M,L|S,M,OS",,0,,deny,manual,118.00,,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/moss-adjusted_eb4a90dd-e75f-41a1-867a-6be6dea1e9c4.jpg?v=1574538333,1,,FALSE,,,,,,,,,,,,,,,,,,,
